SKU,Regular_Price,Sale Price,Date sale price start,Date sale price ends,Status,Stock,Type,Name,Weight,Length,Width,Height,Post_Title,Post_Content,Images,Category
TRAP-CAGE-6623,29.7,24.4,7/12/2021 0:00,18/12/2021 0:00,In Stock,200,simple,Humane Animal Trap Cage 66 x 23 x 25cm  - Silver,3.1,79,25.5,5.5,Humane Animal Trap Cage 66 x 23 x 25cm  - Silver,"<body>
<p><strong>Humane Animal Trap Cage - Large</strong></p>
<p>Made from quality rust resistant galvanised iron wire, this humane animal trap cage is built to last for years. Featuring spring loaded door trap with protected handle and an automatic locking system that is swift in operation, this cage is designed to ensure safety of both animals and users. Perfect for removing pest animals in backyard and capturing pest alive. It has a collapsible design and can be folded away quickly for easy storage and transportation.</p>
<p><strong><br />
  Note:</strong> Please contact your local authorities to seek approval or confirmation on the trapping species that you are targeting. Please be aware of what kinds of animal traps you can legally use in your state.</p>
<p><strong>Features</strong></p>
<p>* Large humane animal trap cage<br />
  * Collapsible construction<br />
  * Spring loaded door<br />
  * Automatic door lock<br />
  * Easy mobility and storage<br />
  * Simple bait operation<br />
  * Ideal for capturing pest alive<br />
  * Perfect for removing pest animals in backyard <br />
  * Material: Galvanised iron wire<br />
  * Cage wire thickness: 2.5mm<br />
  * Support wire thickness: 4.0mm<br />
  * Frame thickness: 5.0mm<br />
  * Handle thickness: 3.0mm<br />
  * Size: 66 x 23 x 25cm<br />
  * Colour: Silver</p>
<p><strong>Package Contents</strong></p>
<p>* 1 x Large Humane Animal Trap Cage<br />
</p>
<p></p>
</body>
</html>
",https://www.aw-dropship.com/wi/1609428.jpeg,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
