ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tag,Shipping class,Image,Cross-sells,External URL,Button text,Position,Brand,product_barcode,item_group,item_subgroup,shipping_operation,NSW,WA,VIC,TAS,NT,QLD,ACT,SA,Price Range1,Price Range3,Price Range4,Price Range5,Price Range6,Price Range7,Price Range8,Price Range9,Price Range10
,simple,CH1023,Levede Storage Ottoman Blanket Box Fabric Rest Chest Toy Foot Stool Bed Bench,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Need a better storage space with taste? Our luxury multi-functional ottoman might be your best choise! Made of natural linen fabric, filled with high density of foam, our ottoman is super soft to rest on and adds a plush touch to any room. It also provides neat storage space for your home essentials. Blankets, pillows, magazines and even toys can be stowed away much easier. You can use it as storage, bench, toy chest, ottoman, foot Stool, and so on.</p>
<p>Attention: Due to lighting effect ,the actual colors may slightly differ form the picture, thanks.</p>
<ul>
<li>Extra Large Ottoman (much deeper)</li>
<li>Eco-friendly: made of Pollution-free material</li>
<li>Durable and sturdy</li>
<li>Practical: Great size as ottoman stool, storage chests footrest, etc.</li>
<li>Versatile: Great for storing blankets, cushions, books, travel items, etc.</li>
<li>Sleek foam edges: prevent kids from getting hurt, much safer</li>
<li>Heavy duty: Top lid support by durable metal hinge, more powerful</li>
<li>Fixed on with detachable legs</li>
<li>Anti slip feet: Give your ottoman extra grip and prevent scratches on floor</li>
<li>Modern stylish style blends seamlessly with any room</li>
<li>Easy to Assemble</li>
<li>1 Year Warranty</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Fabric, Metal</li>
<li>Colour: Blue</li>
<li>Style: Modern, contemporary</li>
<li>Room: Living Room, Bedroom, Kids Room, Study</li>
<li>Overall Dimension: 101x40x42(LxWxH)cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Storage Ottoman</li>
<li>1x User Manual</li>
</ul>",8/13/2020,,taxable,Taxable Goods,1,10,5,,1,12700,103,42,36,1,,125.99,299,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2541.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2426.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2379.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2435.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2434.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2351.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_143.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2383.jpg",,,,,Levede,9.36E+12,Bedroom,Storage Ottoman,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CH1023-DG,Levede Storage Ottoman Blanket Box Fabric Large Rest Chest Toy Foot Stool Grey,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Need a better storage space with taste? Our luxury multi-functional ottoman might be your best choise! Made of natural linen fabric, filled with high density of foam, our ottoman is super soft to rest on and adds a plush touch to any room. It also provides neat storage space for your home essentials. Blankets, pillows, magazines and even toys can be stowed away much easier. You can use it as storage, bench, toy chest, ottoman, foot Stool, and so on.</p>
<p>Attention: Due to lighting effect ,the actual colors may slightly differ form the picture, thanks.</p>
<ul>
<li>Extra Large Ottoman (much deeper)</li>
<li>Eco-friendly: made of Pollution-free material</li>
<li>Durable and sturdy</li>
<li>Practical: Great size as ottoman stool, storage chests footrest, etc.</li>
<li>Versatile: Great for storing blankets, cushions, books, travel items, etc.</li>
<li>Sleek foam edges: prevent kids from getting hurt, much safer</li>
<li>Heavy duty: Top lid support by durable metal hinge, more powerful</li>
<li>Fixed on with detachable legs</li>
<li>Anti slip feet: Give your ottoman extra grip and prevent scratches on floor</li>
<li>Modern stylish style blends seamlessly with any room</li>
<li>Easy to Assemble</li>
<li>1 Year Warranty</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Fabric, Metal</li>
<li>Colour: Dark Grey</li>
<li>Style: Modern, contemporary</li>
<li>Room: Living Room, Bedroom, Kids Room, Study</li>
<li>Overall Dimension: 101x40x42(LxWxH)cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Storage Ottoman</li>
<li>1x User Manual</li>
</ul>",,,taxable,Taxable Goods,0,10,5,,1,12700,103,42,36,1,,125.99,299,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2542.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2427.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2380.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2436.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2435.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2352.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_144.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2384.jpg",,,,,Levede,9.36E+12,Bedroom,Linen Fabric Blanket,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CK1016,Large Modern 3D Crystal Wall Clock Luxury Black Glass Round Dial Home Office,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>This fashionable crystal sunburst wall clock looks luxury and noble, it's full of art atmosphere. It will take you to experience a happy life.</p>
<ul>
<li>Number dial, Silent Non-ticking, high quality quartz battery operated movement.</li>
<li>Iron frame &amp; crystals are made in blue and transparency finish to give modern beauty to your decor</li>
<li>Glow in night</li>
<li>Back nail slot offers easy installation</li>
<li>An elegant wall clock for living room, bed room, study room and office space.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Metal Frame+Glass Dial +Crystal</li>
<li>Total Size: 60x60cm</li>
<li>Dial Size: 24x24cm</li>
<li>This clock requires 1 AA battery (NOT INCLUDED)</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Crystal Wall Clock</li>
<li>2 x Hooks</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,2200,64,64,7.5,1,,35.64,149,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2597.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2482.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2434.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2491.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2490.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2407.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle1_1353.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2440.jpg",,,,,Unbranded,9.36E+12,Living Room,Wall Clock,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-300LED-COOL,300 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Cool White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 300</li>
<li>Colour: Cool White</li>
<li>Total Length: 12m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 300 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",4/14/2020,,taxable,None,1,10,5,,1,600,25,20,13,1,,35.1,99,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2598.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2483.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2435.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2492.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2491.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2408.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-300LED-WARM,300 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Warm White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 300</li>
<li>Colour: Warm White</li>
<li>Total Length: 12m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 300 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,1,10,5,,1,600,25,20,13,1,,35.1,99,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2599.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2484.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2436.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2493.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2492.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2409.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-500LED-COOL,500 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Cool White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 500</li>
<li>Colour: Cool White</li>
<li>Total Length: 22m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 500 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,1,10,5,,1,1000,30,20,13,1,,44.18,119,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2600.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2485.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2437.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2494.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2493.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2410.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-500LED-WARM,500 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Warm White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 500</li>
<li>Colour: Warm White</li>
<li>Total Length: 22m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 500 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,1,10,5,,1,800,30,20,13,1,,44.07,119,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2601.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2486.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2438.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2495.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2494.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2411.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-COOL,800 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Cool White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 800</li>
<li>Colour: Cool White</li>
<li>Total Length: 32m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 800 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,1300,20,14,11,1,,62.99,149,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2602.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2487.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2439.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2496.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2495.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2412.jpg",,,,,Unbranded,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-MULTI,800 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Multicolor,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 800</li>
<li>Colour: Multi</li>
<li>Total Length: 32m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 800 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,1500,30,20,15,1,,53.26,149,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2603.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2488.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2440.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2497.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2496.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2413.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CL1001-WARM,800 LED Curtain Fairy String Lights Wedding Outdoor Xmas Party Lights Warm White,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>Very low energy consumption and long lasting LED lights</li>
<li>Waterproof(IP44) and can be used indoors or outdoors</li>
<li>Control box with 8 different lighting pattern function</li>
<li>Blink patterns: Combination, in waves, sequential, sloglo, chasing/flash, slow fade, winkle/flash&nbsp;and steady on</li>
<li>Very easy to set up and pack away</li>
<li>High quality and Australian safety certified</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Power Input: 100-240V, 50/60Hz</li>
<li>Power Adapter Output: 31V, 270mA 8.4W</li>
<li>Material:&nbsp;Waterproof High Quality PVC</li>
<li>Light Material:&nbsp;LED</li>
<li>Light Quantity: 800</li>
<li>Colour: Warm White</li>
<li>Total Length: 32m&nbsp;&nbsp;</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 800 LED Icicle Lights</li>
<li>1x User Manual</li>
</ul>",2/10/2020,,taxable,None,0,10,5,,1,1200,30,20,13,1,,53.5,149,"Default Category/All Products,Default Category/Christmas",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2604.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2489.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2441.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2498.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2497.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2414.jpg",,,,,Emitto,9.36E+12,Christmas,String Light,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CR1005-BR,Levede Clothes Stand Garment Dyring Rack Hanger Organiser Wooden Free Standing,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>3 in 1 Combination and Large Capacity: Best storage solution for home, 3 in 1 combination of hanging rail, shoe rack, clothes hooks. Saving much storage spaces for you.</li>
<li>Solid and Natural Material: Our rack is made of 100% pine wood which is safe for use.</li>
<li>Multipurpose: Not to tall and can be used in both adult and children's room. Contemporary design fits hallway, bedroom, living room, laundry room, spa room, spare room, etc.Easy to put together</li>
<li>Durable Assembling Parts: Antirust and durable screws can be installed and disassembled repeatedly.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Color: Brown</li>
<li>Material: Pine wood</li>
<li>Dimensions (WxDxH):&nbsp;120x56x150cm/47.2""x22""x59.1""</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Cloth Stand</li>
</ul>",,,taxable,Taxable Goods,0,10,5,,1,4800,159,15,14.5,1,,71.99,169,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2623.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2508.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2459.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2517.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2515.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2432.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_149.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2459.jpg",,,,,Unbranded,9.36E+12,Bedroom,Clothes Rack & Stand,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CR1005-NT,Levede Clothes Stand Garment Dyring Rack Hanger Organiser Wooden Rail Portable,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>3 in 1 Combination and Large Capacity: Best storage solution for home, 3 in 1 combination of hanging rail, shoe rack, clothes hooks. Saving much storage spaces for you.</li>
<li>Solid and Natural Material: Our rack is made of 100% pine wood which is safe for use.</li>
<li>Multipurpose: Not to tall and can be used in both adult and children's room. Contemporary design fits hallway, bedroom, living room, laundry room, spa room, spare room, etc.Easy to put together</li>
<li>Durable Assembling Parts: Antirust and durable screws can be installed and disassembled repeatedly.</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Color: Natural & Wood</li>
<li>Dimensions(WxDxH): 120x56x150cm/47.2""x22""x59.1""</li>
<li>Material: Pine wood and Canvas</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x Cloth Stand</li>
</ul>",5/8/2020,,taxable,Taxable Goods,0,10,5,,1,4800,159,15,14,1,,71.99,169,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2624.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2509.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2460.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2518.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2516.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2433.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle2_150.jpg,https://www.idropship.com.au/pub/media/catalog/product/L/i/Lifestyle_2460.jpg",,,,,Unbranded,9.36E+12,Bedroom,Clothes Rack & Stand,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,CW1003-BLADE,Traderight 710W Electric Wood Planer Door Plane Hand Held Woodworking Blade Only,Yes,Yes,visible,,"<b>DESCRIPTION</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>2x Traderight Electric Wood Planer Blades</li>
</ul>",,,taxable,None,1,10,5,,1,10,13.5,11,4,1,,8.99,19,Default Category/All Products,,,"https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_main.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_008__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_430__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_682__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_656__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_309__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_323__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_889__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-blade_214__11.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_439__1.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_391__2.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_529__3.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_162__4.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_859__5.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_772__6.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_784__7.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_744__8.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_012__9.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_662__10.jpg,https://www.idropship.com.au/pub/media/catalog/product/c/w/cw1003-x_673__11.jpg",,,,,TradeRight,9.36E+12,Tools & Accessories,Wood Planer,0,0,0,0,0,0,0,0,0,,,,,,,,,
,simple,DD0111-2-WH,2 Tier Bathroom Laundry Clothes Baskets Bin Hamper Mobile Rack Removable Shelf,Yes,Yes,visible,,"<b>DESCRIPTION</b><p>Organise dirty laundry or freshly washed linen in this laundry basket.</p>
<p>Key features include:</p>
<ul>
<li>Quality: Strong thickness of the basket, the bearing effect is very good, use more comfortable</li>
<li>Design: edges and round holes are smooth and no rough edges. The are very strict. Hollow-out breathable, contracted vogue</li>
<li>Practicability: the metal tube is thickened, the base support point is upgraded, the pipe interface is locked, ensuring steady and steady</li>
<li>Capacity: the basket is large enough for bath products, laundry detergent, dirty clothes, etc</li>
<li>Mobility: Wheeled design for easy moving around. Bottom basket comes with a handle for the ease of use</li>
<li>Versatility: with 4 wheels if you don't want to put it in the bathroom, you can put it in any place, such as a bedroom, politeness or kitchen</li>
</ul><b>SPECIFICATIONS</b><ul>
<li>Material: Plastic + Metal</li>
<li>Size: 44.5(L)x32(W)x78(H) cm</li>
</ul><b>PACKAGE CONTENT</b><ul>
<li>1x 2 Tier Laundry Basket</li>
</ul>",,,taxable,None,0,10,5,,1,3200,42.5,34,48,1,,35.24,99,"Default Category/All Products,Default Category/Home & Garden,Default Category/Home & Garden/Cleaning,Default Category/Home & Garden/Housekeeping",,,"https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship01_2655.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship02_2541.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship03_2492.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship04_2550.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship05_2548.jpg,https://www.idropship.com.au/pub/media/catalog/product/i/d/idropship06_2465.jpg",,,,,Unbranded,9.36E+12,Laundry Supplies,Clothes Basket,0,0,0,0,0,0,0,0,0,,,,,,,,,
